url,name,name_ja,name_ja_kana,translation,alternate_names,habitat,diet,appearance,behavior,interactions,body,origin,legends,other_forms,critical_weakness
https://yokai.com/onjinokitsune/,Onji no kitsune,恩志の狐,おんじのきつね,the fox from Onji,,,,"Onji no kitsune is a wicked, eldery, brown-furred kitsune who haunted the area between Onji and Iwami. His favorite prank was to light a magical lantern and pretend to help travelers on the road, but actually lead them deep into the mountains and abandon them. He is one of the famous Inaba Five Kitsune of Tottori Prefecture.",,,,,,,
https://yokai.com/onashigitsune/,Onashi gitsune,尾無し狐,おなしぎつね,fox without a tail,,,,"Onashi gitsune is an old, white-furred kitsune who haunted the Nagao cape in Aoya. She was said to be exceedingly cunning. Her preferred modus operandi was to transform into an old woman and trick people crossing through the hills. She is one of the famous Inaba Five Kitsune of Tottori Prefecture.",,,,,,,
https://yokai.com/shoroshorogitsune/,Shoroshoro gitsune,ショロショロ狐,しょろしょろぎつね,a nickname based on the sound of falling water,,,,Shoroshoro gitsune is a white-furred kitsune who haunted the road between Tanegaike and Shichi Mountain. She is best known for transforming into a beautiful young woman and bewitching travelers. Her name comes from the “shoroshoro” sound of water falling in the foothills of Shichi Mountain. She is one of the famous Inaba Five Kitsune of Tottori Prefecture.,,,,,,,
https://yokai.com/kitsunenoyomeiri/,Kitsune no yomeiri,狐の嫁入り,きつねのよめいり,a fox’s wedding; sun shower,"kitsune no yomeiri gyōretsu, kitsune no yometori, kitsune no kon, kitsune no shūgen","throughout the Japanese islands of Honshu, Kyūshū, and Shikoku",,"Kitsune no yomeiri is a beautiful yet eerie event: a grand procession preceding the wedding of a kitsune–the magical foxes of Japanese folklore. In many ways it resembles an old fashioned Japanese bridal procession, in which the bride would travel to her new home among a parade of paper lanterns. Such weddings usually take place during the deep quiet of night, where they appear as a long string of kitsunebi–phantom lights–stretching over a large area.",,,"The woman entered a grove of trees. She broke a few branches and slid them into her hair, and they turned into beautiful hairpins. She traced her fingers along the trunk of a large tree and circled around it. As she did, her clothing transformed into a fabulous white bridal kimono. “How strange… This woman must be a kitsune!” he thought to himself as he stared in amazement.
The woman approached a bamboo grove. Countless fox-shaped faces began to emerge from the forest. They were carrying long ornate chests and a palanquin, which they brought up to the bride for her to enter. Each of the guests was wearing a splendid kimono decorated with their family crests. “I was right! It’s a kitsune wedding!” The man was excited to witness something so rare.
The man followed the procession for a long time, deeper and deeper into the mountains. Finally, it arrived at a large manor with a straw roof. The kitsune all entered the manor. “This must be where the ceremony will take place!” thought the man. He searched around for a place from which he could spy on the ceremony. He found a small hole high up in the wall. The man climbed upon a large stone step and stretched his legs to reach the hole. From there he could see the whole interior. The inside of the manor was decorated with expensive dining tables. A kitsune was seated at each one, and the ceremony began. “It’s just like a human wedding!” the man thought to himself.
After watching for some time, the man grew tired and stepped down off from the peephole. He lit his pipe and had a smoke. As he puffed away on his pipe, the scenery changed before his eyes. What was a great straw-thatched manor just a moment ago was now a wooden shrine. What he thought was a stone stair was the pedestal of a great stone lantern. And the hole he peeked through was the round hole of the lantern. The guests were all gone. Even though he knew they were kitsune, he had still been bewitched by their magic.","Kitsune no yomeiri is a common phrase referring to a sun shower. When rain falls while the sun is shining, it was said to be a kitsune trick. Kitsune create rain during their weddings so that humans don’t go into the mountains and spy upon their ceremonies. Thus, whenever there was a sun shower, people believed that kitsune were having a wedding nearby.","A folktale from Miyazaki Prefecture describes a kitsune no yomeiri. A man was traveling along a road in the woods, when all of a sudden a sun shower began. “A kitsune must be getting married!” thought the man. Suddenly, he spied a beautiful woman ahead of him on the road. She turned back and smiled in his direction. He followed her as she walked, and every time she turned and smiled he felt his heart flutter.",,
https://yokai.com/okongitsune/,Okon gitsune,おこん狐,おこんぎつね,Okon the fox,,,,"Okon gitsune comes from Jitōgata in Makinohara, Shizuoka. She was a malicious troublemaker, and loved playing tricks on the humans who lived near her home. Her signature prank was to attack travelers on the road and shave them bald.",,,"His wife was surprised to hear his story. She thought it was strange, as there were no families with that kind of money living anywhere near those hills. On second thought, the fisherman agreed it was strange. He opened up his purse, but the coins the woman had paid with were gone. All that was inside was a handful of leaves. He realized that he must have been tricked by Okon gitsune.
The fisherman decided to find the kitsune and punish her. He grabbed a wooden staff and went back to the hills. The day grew late, but he could not find the kitsune anywhere. Suddenly, he heard a call from down the road. A daimyō’s procession was heading up the hill and straight his way! The soldiers at the front of the procession were ordering him to make way.
The fisherman jumped off the road and prostrated himself before the procession. He bowed his head, and the ground rumbled as soldiers, horses, and the daimyo’s palanquin passed. Suddenly, it struck him as odd that daimyō would process through this rural stretch of hills. He though that this must be Okon gitsune playing a trick on him. Now was his chance to punish her! The fisherman jumped up and approached the daimyō’s palanquin. He tried to pull open the door.
“INSOLENT PEASANT!” came a voice from the palanquin.
The daimyō’s guards seized the fisherman and forced him to the ground. The daimyō stepped out of his palanquin. He drew his sword from its sheath and raised it to cut off the fisherman’s head. The fisherman groveled and begged the daimyō to spare his life.
The daimyō’s rage subsided. “Very well. You may live, but you must shave your head to show repentance.”
Guards held the fisherman down and cut all the hair from his head. The fisherman grovelled on the side of the road until the procession left. He had his life, but everyone in the village would tease him for this. He wrapped his head in a kerchief and sheepishly returned home.
His wife was shocked to see him return shaven and ashamed. Even more so when she heard his story. There was no way a daimyō would travel through such rural, backwater hills. The whole procession was clearly a trick. Her husband bad been fooled by Okon gitsune again.
“But,” she point out, “whether it was a kitsune or not, if you had just bowed your head and let the procession pass, you would still have your hair…”",,"A fishmonger was carrying his daily catch through the hills when an elegant looking lady approached him and asked him to sell her some fish. She said she was having a party, and wanted every single fish he had. The fisherman was shocked. He had never traded all of his fish in a single day before. He happily sold his catch to the woman, and went home early.",,
https://yokai.com/toumorokoshinoobake/,Tōmorokoshi no obake,玉蜀黍のお化け,とうもろこしのおばけ,corn monster,"tōmorokoshi no bakemono, tōmorokoshi no yūrei",farms and gardens,,"Tōmorokoshi no obake are deformities or mutations in ears of corn that change them into monsters. They appear differently from haunting to haunting. They are essentially harmless, although their appearance may be unsettling.",,,"The village of Hanyū, Shimōsa Province (today part of Jōsō City, Ibaraki) is the site of a ghost story called Kasane ga fuchi, in which a young girl named Kasane is tragically abused, murdered, then dumped into a swamp. Her story is parodied in a series of comical corn-themed prints by Kuniyoshi. Kasane is depicted as an ear of corn rising up from the swamp to haunting her murderous husband (who is depicted as a squash). The kernels on the ear of corn are deformed and misshapen, resembling the deformities Kasane’s face was said to have.","Corn was introduced to Japan in the late 16th century by Portuguese traders. Temperature and water fluctuations can lead to physical abnormalities in corn, which have given rise to a number of strange stories. Oversized or strangely shaped kernels can look like eyes or mouths. Inexplicable discolorations can appear to be skin or fur. These strange growths were often attributed to spirits becoming attached to the corn.","In 1845, a tōmorokoshi no obake grew in a garden in Shinagawa. It attracted spectators from all around due to its peculiar appearance: it looked just like a chicken. The owner of the corn had a beloved pet chicken which had died that spring. He buried it in his garden, and the corn plant grew right on top of the spot where the chicken was buried. It was said that the chicken loved its master so much that its soul could not bear to leave him. And so it became lodged in the corn plant and cause it to grow into the shape of a chicken.",,
https://yokai.com/hashikadouji/,Hashika dōji,はしか童子,はしかどうじ,measles boy,,areas infected with measles,,"Hashika dōji is a personification of measles who appears in Japanese prints. He looks like a large, ugly, muscular boy with red pox marks all over his body.",,,"Hashika e became popular towards the end of the Edo Period, when new ideas about medicine were beginning to arrive in Japan. They were produced in large quantities and distributed around infected areas during outbreaks. They served a dual purpose–not only were the images used for good luck and to keep the evil spirits who cause measles at bay, but they were also informative. They contained detailed instructions on disease prevention, including lists of things to abstain from and medicinal foods to eat. Some important things to avoid during infection were sex, fish and shellfish, poultry, alcohol, oily foods, and pickled vegetables. Foods that were supposed to be helpful against measles included azuki beans, winter melon, lily, kanpyō, miso, sweet potato, black soybeans, barley, and zenmai. Some hashika e even contained information on the history of measles in Japan, and tips and techniques to treat the infected.
Hashika dōji was a common figure depicted in hashika e. He was usually depicted being tied up and beaten by small, anthropomorphic figures. These figures represent the industries which suffered due to loss of business during outbreaks. People with kegs for heads represented sake breweries, while tub-headed people represented bath houses. Entertainment industries were represented by prostitutes and people with pleasure boats for heads. These figures all teamed up to defeat the gigantic disease boy and save their industries. These images were also satirical; figures representing doctors and medicine peddlers–industries which profited during epidemics–were shown defending Hashika dōji and trying to calm the angry mob.",Measles has been endemic to Japan since ancient times. There where thirteen major epidemics recorded during the Edo Period. It was considered to be a right of passage that everyone would have to go through at some point in their life. Numerous folk remedies were devised for measles over the centuries. Many of them were similar to the traditions that grew up in response to other infectious diseases like smallpox. Small shrine to the gods of the disease were built to appease them into sparing the life of the infected. Images believed to have special warding powers were hung as talismans in homes where measles appeared. These images are called hashika e.,,,
https://yokai.com/kingyonoyuurei/,Kingyo no yūrei,金魚の幽霊,きんぎょのゆうれい,goldfish ghost,Monohana no onryō (Monohana’s ghost),goldfish bowls,,"Kinyo no yūrei are ghosts of murder victims which have come to inhabit goldfish. They are created when a person is murdered by drowning in a fishbowl, and the enraged soul gets stuck inside of a goldfish instead of moving on. The goldfish’s body takes on some of the features of the soul stuck inside of it, becoming a comically grotesque amalgamation of human and fish. Because they are fueled by vengeance for their murder, they are a kind of onyrō.",,,"Although Uraemon and Kakehashi were happy, they grieved, because Kakehashi was already in her thirties and they had not yet been able to conceive a child. And so they decided to enlist the help of a mistress. They found a lovely, well bred girl from Kyoto, seventeen years old, named Monohana, and hired her into their household. Monohana got along well with the couple. There were no feelings of jealousy or ill will between her and Kakehashi. And soon, all three were delighted to learn that Monohana was with child.
Sadly, Uraemon was called away to Kamakura for work. He would be gone for months, and miss the birth of his first child. He left the care of his household–and his beloved goldfish–in the care of his wife and his mistress.
Next door to the Karakoto household lived a man named Furutori Sabunta. Sabunta was twenty one years old, and a man of exceptional beauty and charm. Unfortunately, he was also greedy and violent–vices which had left him deep in poverty. He was jealous of the wealth and happiness his neighbors in the Karakoto household, and so he hatched a plan.
One day while Kakehashi was chasing away a cat who had been eyeing her husband’s precious goldfish, Sabunta approached her. He warned her that Uraemon and Monohana’s affair had begun long before he hired her as a mistress, and that Uraemon and Monohana were planning to poison and murder Kakehashi. Kakehashi did not believe Sabunta, but Sabunta insisted he had proof. He told her that the postman had mistakenly delivered a message from Uraemon to his home which proved what he had said. The message was, of course, forged, but it was enough to convince Kakehashi. All of her good will towards Monohana gave way to hatred and jealousy.
Before long, Sabunta and Kakehashi had become close friends. Sabunta toyed with Kakehashi’s heart, and manipulated her into developing a plan to murder Monohana. When Monohana was eight months pregnant, they put their plan into motion. Kakehashi lured the heavily pregnant Monohana up the steep staircase to the second floor of their storehouse. There, she let loose all of her rage, hurling insult after insult at Monohana. Kakehashi stuffed a towel into Monohana’s mouth so she could not scream. Then she stripped the girl naked, bound her with rope, and strung her from the rafters. Then Kakehashi beat Monohana’s face and body mercilessly with a bamboo pole. She beat her until her face swelled up like a balloon. She beat her until her eyeballs popped from their sockets. Monohana was no longer recognizable.
Kakehashi left Monohana strung up in the storehouse for three days. Monohana could not scream with her mouth gagged. Her hair became matted to her face with tears. Her white skin was stained deep red from the rivers of blood running across her naked body. She was weak and delirious from starvation and dehydration. Her starved body contrasted with her swollen belly, causing her to look like a gaki. Finally, after three days, Monohana managed to free herself from her bonds. She crawled down the staircase and, overcome with thirst, made her way to the crystal fish tank where Uraemon’s goldfish were swimming around. Monohana dipped her head into the fishbowl to drink, and after slaking her thirst she inadvertently let out a sob.
Kakehashi and Sabunta heard Monohana’s cry. They burst into the room and furiously began to kick Monohana. They kicked her until her belly split open, and a baby boy spilled out from her body onto the floor. Filled with jealous rage, Kakehashi strangled the baby boy to death right there. This was too much for poor Monohana to handle. She screamed one last violent breath, vomiting a fountain of blood into the fish tank, and died.
As Monohana’s blood swirled around the fish tank, the water began to roil. Her blood soaked into the skin of the goldfish, and they began to mutate. Their multi-colored bodies all became deep red. Their cheeks puffed out and their eyeballs swelled, resembling Monohana’s face. Their abdomens inflated and hung from their bodies like Monohana’s pregnant belly. Their tails fanned out and split, like Monohana’s shredded skin. And they began to swim about erratically in the tank, gulping water and vomiting it out like one confused and delirious.
Suddenly afraid, Sabunta and Kakehashi grabbed the Karakoto house’s valuables and fled into the night.
When he was told what happened, Uraemon returned home to bury Monohana and pray for her soul. His beloved goldfish had mutated from Monohana’s blood, and he could no longer bear to look at them. He released them into the temple pond of Chōsenji, where they remained and multiplied–a living memorial to her suffering.","Kingyo no yūrei first appear in Edo Period novelist Santō Kyōden’s story Baika hyōretsu, in which a young woman named Monohana is murdered and her soul becomes stuck in the body of a goldfish. According to Kyōden, Monohana’s ghost is the origin of the ranchu variety of goldfish.","During the 14th century, there lived a virtuous samurai named Karakoto Uraemon. He lived with his wife Kakehashi in what is now Nagano Prefecture. One day at the market, Uraemon came across a seller of goldfish–a new luxury pet recently imported from China. He bought some, and kept them in a beautiful crystal aquarium. Uraemon found much joy in breeding his fish, creating fish with exquisite patterns of red, white, and gold.",,
https://yokai.com/heikegani/,Heikegani,平家蟹,へいけがに,Heike crab,"onigani (demon crab), kimengani (demon-faced crab)",Seto Inland Sea,omnivorous,"Heikegani are crabs native to Japan noted for the peculiar pattern on their shells. When viewed from above, they appear to have the scowling face of a samurai mask imprinted on their carapace. According to legend, this the result of the enmity of drowned samurai from the Taira clan–also known as the Heike–imprinting itself on these crabs.",,,"In Kitakyūshū City, it is said that the souls of the Heike men turned into heikegani, while the souls of the Heike women turned into kappa.","During the twelfth century, a bloody civil war was fought between Japan’s two most important political clans—the Minamoto, or Genji, and the Taira, or Heike. The war was decisively ended in 1185 at the Battle of Dan no ura. The Genji and Heike fleets met at the narrow strait separating Honshū and Kyūshū. While the battle initially favored the Heike, as the tides changed the advantaged went to the Genji. On top of that, a Taira general defected and revealed the location of the Heike ship carrying the six year old Emperor Antoku and the imperial regalia. Genji archers rained arrows down upon the Heike fleet. When it became clear that defeat was inevitable, the surviving Heike, including the young emperor, flung themselves into the sea to drown rather than be captured. The battle resulted in a decisive victory for the Genji and the complete destruction of the Heike.","Although the Heike were physically exterminated, their souls lived on, carrying the grudge from the war and the betrayal of their general. The souls of the dead Heike warriors lost at sea became lodged in the crabs crawling on the bottom of the sea. The crabs’ shells mutated into the shape of a scowling face, a permanent reminder of the never ending grudge of the Heike.",,
https://yokai.com/oujinokitsune/,Ōji no kitsune,王子の狐,おうじのきつね,the foxes of Ōji,,,,"The town of Ōji, today part of Kita, Tōkyō, is home to the Ōji Inari Shrine. This major shrine is famous for kitsune and kitsunebi-related folklore. It is also the head shrine for all kitsune in the Kantō Region. Every year on New Year’s Eve, the kitsune of eastern Japan gather in Ōji to give thanks and make wishes for the new year.",,,"A merchant was returning from a visit to the Ōji Inari Shrine when he witnessed a kitsune transform into a beautiful woman. The kitsune of Ōji were famous for playing tricks on people, so he looked around to see who her target would be. He was the only person around. Rather than becoming her target, the merchant decided to turn the tables and play a trick on her.
He called out to the woman, “Otama! It’s me! Come, let’s have tea together at this shop!” He motioned to a nearby store, Ōgiya. The kitsune, thinking she had found her mark, followed him. The two of them entered the shop and took a seat on the second floor.
The merchant let the kitsune eat and drink as much as she wanted. Eventually, drunk and full, she fell asleep on the floor. The merchant went downstairs, ordered three dishes of tamagoyaki to go, and then told the shopkeeper that the woman upstairs would cover the bill. Then he slipped out.
A server went upstairs to wake up the sleeping woman and ask her to pay. The kitsune was shocked. Her disguise failed, revealing her tail and ears. The restaurant staff were as surprised as the kitsune. They chased her all around the restaurant, beating and yelling at her. Somehow, the kitsune managed to escape, and ran back to her hole in the ground.
The owner of the restaurant came out to see what all the commotion was. When the staff told him what had happened, he scolded them. “This restaurant owes its success to the Ōji Inari Shrine. How could you beat one of its kitsune?” Together, the owner and the staff went to the shrine to apologize and ask for forgiveness.
Meanwhile, the merchant arrived at his friend’s house. As they shared the tamagoyaki, the merchant told his friend what had happened. His friend looked worried. “Kitsune are vindictive. It’s probably going to bring a curse down upon your whole family!”
The following day, the merchant returned to Ōji to make amends. Near the place where he saw the kitsune the day before, a fox cub was playing near a hole in the ground. The merchant told the fox cub what had happened, and apologized for his behavior. He left a wrapped present beside the fox hole as a sign of his contrition.
The cub brought the present in to its mother, who was inside the hole sulking. He told her that the human come by to apologize for tricking her, and left this present. The kitsune was skeptical, but she told him to open the box carefully. It was filled with botamochi–rice cakes covered with brown, mashed sweet beans.
“They look delicious mom! Can we eat them?” asked the cub.
The kitsune replied, “No. Humans are vindictive. It’s probably horse shit!”","Before the 20th century, Ōji was an area of rice paddies and farms. The visiting kitsune gathered under a huge hackberry tree by the road. The kitsunebi they used to light their way could be seen for miles around. The farmers and merchants of Edo would observe the lights and try to predict the coming year’s fortune. Because Inari is a god of the harvest and business, a large number of kitsune gathering at the shrine meant a prosperous year.","A rakugo story called Ōji no kitsune takes place in Ōji. In a reversal of the normal pattern, the kitsune in this story is outfoxed by the human.",,
https://yokai.com/kamiikehime/,Kamiike hime,神池姫,かみいけひめ,princess of Kamiike (or “divine pond princess”),"hime uo, jinja hime",oceans,unknown,"Kamiike hime are a kind of strange fish, or kaigyo. They are huge, with a body length of about 10.5 meters. They have the head of a woman, topped with a pair of antlers that are 1.5 meters long. Their head is also topped with black hair which grows to about 2.4 meters in length. Their tails hold three long swords, and the sides of their bellies are decorated with six round jewels; three on the left and three on the right.","Kamiike hime live deep in the oceans, and little is known about their natural lives.","They are prophetic, and when they do appear to humans it is in order to deliver a message from the gods. Due to their similarity with other prophetic yōkai like jinja hime and hime uo, it is possible that they too are servants of Ryūgū, the castle of the dragon king of the sea.","In 1858, a major outbreak of cholera appeared in Japan. It originated in Nagasaki and spread along the highways to the rest of the country, reaching Numazu in the late summer. An estimated thirty- to forty-thousand people perished. Although the illustration of kamiike hime is not dated, it may have been produced during that outbreak.
In 2020, during the coronavirus pandemic, the kamiike hime illustration was rediscovered and popularized in the city of Namazu.","An illustration of a kamiike hime was discovered Numazu, Shizuoka Prefecture. Alongside the illustration was recorded its name and legend. Its name likely originated from from a nearby lake called Kamiike.","A kamiike hime appeared off the coast of Hirado (today Nagasaki Prefecture) in the early 19th century. It spoke to observers, and predicted a coming bumper crop. It also said that an outbreak of cholera would appear, and that people without virtue would die in three days. Anyone who did not wish to die was instructed to copy the kamiike hime’s image and hang it on their wall.",,
https://yokai.com/akaei/,Akaei,赤えい,あかえい,red stingray,,open oceans,unknown,"Akaei are titanic fish which live in the Pacific Ocean. Their bodies can reach 10 to 12 kilometers in length. Physically they resemble stingrays, but they are so large that they are often mistaken for islands.",Akaei spend most of their lives on the ocean floor. Every now and then they swim up to the surface and shake off the sand and rocks which have collected on their backs. This creates a maelstrom as the fish’s great mass displaces huge amounts of water.,"Sailors frequently mistook surfaced akaei for islands–a mistake which was often fatal. If a ship got too close to an akaei as it surfaced or sank, the ship was almost certain to be destroyed in a great wave, or sucked down to the bottom of the sea in a whirlpool.","The sailors marched around the island for hours, covering many kilometers. They found no trace of buildings or people anywhere. When they tried to slake their thirst in one of the many ponds, they discovered that every bit of water on the island was salty. Eventually, they gave up any hope of finding repairs on the island. They returned to their battered ship to seek help elsewhere.
No sooner did the sailors depart the island, when it sunk straight down into the sea. The sailors didn’t realize it at the time, but they had been walking on the back of an akaei.","Akaei’s description comes from Ehon hyakumonogatari, a picture book of strange tales published in 1841.","A ship departing from Awa (today the southern tip of Chiba Prefecture) was blown off course during a typhoon. Although the sailors survived, the ship was heavily damaged and they needed to find repairs. After the storm had passed, the sailors spotted a island. They made for it, hoping to perform some badly needed repairs on their ship. When the sailors set foot upon the island, they were surprised to find no humans anywhere. Even stranger, the trees and bushes growing on the island were like none they had ever seen before, and their branches were covered in algae. All of the cracks and crevices in the island’s rocks contained pools full of different kinds of fish.",,
https://yokai.com/kakehashi/,Kakehashi,桟,かけはし,none; this is her name,,,,"Kakehashi appears in Baika hyōretsu, by Edo Period novelist Santō Kyōden. She brutally murdered her husband’s mistress, and in turn fell victim to the curse of the mistress’ vengeful ghost, and her own karma.",,,"Kakehashi and Sabunta ran into a gang of bandits, who stripped them of all of their stolen goods. Penniless and wanted for murder, Kakehashi and Sabunta had no choice but to hide away in the mountains. They survived by becoming bandits themselves. Sabunta dressed up as a yuki onna, scaring and robbing travelers in the snowy mountain pass. He amassed a large amount of wealth, and eventually became a powerful bandit leader himself.
Meanwhile, Kakehashi was tormented by the spirit of Monohana. She suffered terrible dreams in which she was attacked by countless goldfish which bit her all over. When she woke up, she was covered in painful bruises in all of the places she dreamed the goldfish had bit her. Kakehashi put ointment on the wounds, but it only caused the pain to increase. Eventually, the pain was so great that she became bedridden.
Kakehashi’s symptoms worsened day by day. Her face began to swell. Pustules erupted all over her body. Her skin split, and became streaked with rivers of pus and blood. The pain and the itching were unbearable. The stench was nauseating. As her symptoms worsened, her cheeks inflated like balloons. Her lips and nose rotted and fell of, permanently exposing her teeth. Her inflamed eyes pushed out of their sockets.
Kakehashi could no longer swallow food, and began to starve. She could barely drink water, and even that caused her great pain. Her belly became distended like a taiko drum. Her arms and hands shriveled up until they looked like skin and bone. She now looked like a giant, grotesque goldfish. No doctors were able to diagnose her illness, but Kakehashi knew that it was the curse of Monohana’s ghost.
Consumed by suffering, Kakehashi lashed out at Sabunta. “You brought this curse upon me! You turned me into an adulteress. You made me kick Monohana’s pregnant belly until it split open. You made me kill her unborn child! Don’t think I will ever forget it!” Kakehashi’s pain caused her mind to snap. She alternated between spitting curses at Sabunta, and cuddling her pillow like a child, singing lullabies to it.
If Kakehashi wished for death, Monohana’s curse did not grant it to her. Letting Kakehashi die would be too merciful. Monohana wanted her to suffer. And so Kakehashi slowly recover from her illness. But while her pain and her insanity gradually subsided, but her physical deformities never healed. She was cursed to look like a monster for the rest of her life. After that, Sabunta returned home less and less often. Kakehashi became increasingly jealous. She was terrified that Sabunta would leave her because of her disfigurement.
One day, after Sabunta had not returned for several days, Kakehashi grew tired of waiting. She went looking for him herself. She found him drinking sake in his camp, with his arms around a pair of beautiful young women. Kakehashi was furious. She stormed over and grabbed both women by the hair and snarled at Sabunta, “Wherever you hide, don’t think I won’t find you!”
Without hesitation, Sabuta drew his sword to Kakehashi’s neck. He revealed the truth to her: “Everything I said to you was a lie. Your husband never betrayed you; I forged those letters just to manipulate you. I never loved you, I just used you to get Urazaemon’s money. You are the one who killed Monohana. How dare you begrudge me for your sins! Everything that happened to you is your fault, because you were dumb enough to believe my lies!”
Kakehashi regretted everything she had done to her husband and to Monohana, but it only fueled her rage. Her eyes flared with anger. Her fangs snapped in her lipless mouth. Her long hair flew about wildly. Gripping the two girls by their hair, she screamed. “If you kill me, I will find you. Alive or dead I will find you. I will hunt you down you across the six realms and the four directions. And I will have my revenge.” Sabunta laughed. Holding his sake in one hand and his sword in the other, he mocked Kakehashi. Then he cut Kakehashi’s head from her body.
Suddenly the sky grew dark. A gust of wind blew and the earth began to shake. Kakehashi’s severed head shot up into the sky. Her eyes burned white-hot and stared at Sabunta. Flames leapt from her mouth. The screaming head spiraled around him in circles. And then, it suddenly vanished. Sabunta looked back at Kakehashi’s body. Her dead hands were still gripping the hair of the two girls. Sabunta cut her arms from her body to free the girls, but it was two late. They were both dead.
From then on, Sabunta was haunted by Kakehashi’s vengeful ghost. Everywhere he went, Kakehashi found him and tortured him relentlessly. She inflicted him with sickness and madness, and like Kakehashi his disease left him disfigured. And just as Monohana had done to her, Kakehashi never killed Sabunta. It was Urazaemon’s brother Takijiro who eventually tracked Sabunta down and took revenge upon him.",,"Kakehashi was the beloved wife of the samurai Karakoto Urazaemon. Kakehashi was unable to become pregnant, so Urazaemon kept a mistress named Monohana. Kakehashi and Monohana got along very well. But while Urazaemon was away on business, his neighbor Furutori Sabunta plotted against him. He laid a trap for Kakehashi. Toying with her emotions, Sabunta made Kakehashi believe that Urazaemon and Monohana were planning to murder her. He showed her letters from her husband to his mistress describing their plan. Then Sabunta seduced Kakehashi. He convinced her to kidnap and torture Monohana, then finally drown her in a goldfish tank. Afterwards, they stole Urazaemon’s valuables, ran off into the mountains together.",,
https://yokai.com/miminashihouichi/,Miminashi Hōichi,耳なし芳一,みみなしほういち,earless Hōichi,,,,"Hōichi was a blind biwa master who resided at Amidaji, a Buddhist temple in Shimonoseki. He was renowned for his skill at performing The Tale of the Heike–particularly his rendition of the Battle of Dan no ura and the death of the child emperor Antoku. His playing was said to be so splendid that he could even make ghosts and demons cry.",,,"Hōichi’s story may be originally based on a real life 14th century priest named Akashi Kakuichi. Kakuichi became a blind later in life and took up the biwa. He soon surpassed his own master, and he became one of the most influential biwa masters in Japan. His version of The Tale of the Heike is considered the standard to this day.
Hōichi’s temple, Amidaji in Shimonoseki is now known as Akama jingū, a shinto shrine dedicated to Emperor Antoku. Its grounds contain a small shrine dedicated to Hōichi, and a gravesite of fourteen Heike members. Every so often, there are reports of restless Heike ghosts sighted in and around the shrine grounds.
Hōichi played, and was surprised at the dramatic reaction to his performance. At the climax of the story, when he told of the defeat of the Heike and the drowning of the young emperor, every one began weeping loudly. When he was finished, they praised his skill. A voice asked him to return again the following night. Then the samurai escorted Hōichi back to his temple. The samurai commaned Hōichi to tell nobody what had happened.
The next evening, the samurai returned for Hōichi. Once again, Hōichi played, moving his audience to tears. The high priest of Amidaji noticed that Hōichi had been leaving at night and not returning until morning. When he asked Hōichi where he was going, Hōichi refused to tell. The priest was worried, and ordered his servants to follow Hōichi.
That night, the samurai once again came for Hōichi. The temple servants followed Hōichi to an old Heike family graveyard. Hōichi sat down before the grave of Emperor Antok. As he passionately played his biwa, orbs of ghostly fire flared up and danced in the air around him. The servants realized that Hōichi was in terrible danger. They dragged him away from the graves and back to the temple and told the high priest what had happened.
The high priest explained to Hōichi that nobles he had encountered were in truth vengeful ghosts who had perished at the Battle of Dan no ura. They would not be satisfied with his performance; they would kill him and take his soul. The ghosts would surely return for Hōichi the following night. The priest painted the words of the Heart Sutra all over Hōichi’s body so that the ghosts would not be able to see him. They could still hear him, so the priest warned Hōichi not to make any sound.
The samurai returned the next evening. He called out to Hōichi, but Hōichi remained silent. The ghost called out again. “Why do you not answer? I see your biwa, so I know you are there.” Hōichi heard the heavy boots and grumbling of the ghost as it searched his room. “Ah, now I see why you do not answer. Your mouth and body have been taken away. Only your ears remain! Well then, I will take the ears to my lord as proof that I did everything I could.” The ghost took hold of Hōichi’s ears and tore them right off body. Hot blood poured down the sides of Hōichi’s face and body, but he did not cry out. The ghost left, taking Hōichi’s ears with him.
In the morning, the temple servants found Hōichi lying unconscious in a pool of blood. When they saw what had happened, the high priest realized his mistake. He had painted the sutra all over Hōichi, except for on his ears. Thus Hōichi’s ears remained visible to the ghost. He apologized to Hōichi and tended to his wounds. The ghosts never returned. Hōichi was saved, his story traveled far and wide, and he grew more famous than ever. People came from all around to hear the earless biwa master whose music had the power to make ghosts cry.","Hōichi’s story is famous even outside of Japan thanks to Lafcadio Hearn’s 1904 book Kwaidan: Stories and Studies of Strange Things. Hearn’s version was based on Isseki Sanjin’s telling of the story in Gayū kidan, published in 1782. Although this version is the most famous, there are other versions with variations in details such as location (one takes place in Tokushima, another in Nagano), the name of the main character (Dan’ichi in one version, Un’ichi in another), and so on.",One night a samurai visited Hōichi and demanded he perform for his lord. The samurai led the blind Hōichi to the place where his lord and court were gathered. It seemed that a large number of people were in attendance. A voice commanded him to play the Battle of Dan no ura from the Tale of the Heike.,,
